fake_column_1,fake_column_2,fake_column_3,fake_column_4
54,15,44,91
87,57,91,93
47,78,35,85
23,69,13,58
78,76,1,99
49,95,19,74
88,48,43,26
90,93,79,57
4,67,39,81
90,95,0,66
40,13,77,63
40,21,25,41
46,19,43,20
21,74,60,18
14,23,34,51
56,73,59,47
45,65,32,13
27,27,53,65
77,59,38,100
6,36,35,32
74,23,65,70
36,31,45,74
67,91,74,54
71,80,47,19
53,33,81,29
46,20,19,77
93,65,86,23
5,78,18,29
5,59,35,8
48,64,53,25
100,20,70,30
48,63,20,91
23,86,43,62
26,58,58,41
25,89,66,93
74,61,26,62
96,51,12,5
96,67,70,62
16,65,70,21
60,63,13,75
12,98,21,17
10,28,18,24
32,19,44,6
71,94,60,33
59,89,10,9
40,45,21,21
55,81,95,16
5,41,39,84
63,59,73,14
30,62,12,51
42,93,6,62
26,17,80,78
52,65,23,88
71,46,6,18
48,62,95,13
70,25,53,65
55,50,72,10
95,74,62,21
99,26,19,10
18,45,30,47
14,83,86,63
17,65,95,37
50,74,58,83
7,36,80,71
81,9,62,97
81,97,72,67
71,44,26,82
36,3,58,78
76,42,39,73
76,77,16,94
18,37,55,54
84,33,69,72
3,65,71,38
77,46,53,21
77,86,44,54
30,55,62,5
62,73,84,8
68,98,58,35
32,25,53,32
68,26,11,24
72,4,4,10
52,73,43,97
17,94,55,89
47,18,64,49
30,25,54,98
65,50,36,79
11,30,76,71
66,66,98,42
74,6,99,88
20,3,91,89
84,69,35,30
67,46,0,67
57,53,70,45
65,80,88,99
5,23,16,32
89,82,34,77
44,17,89,15
93,32,66,36
70,20,43,82
11,14,9,67
69,53,47,38
52,28,98,100
46,0,25,73
86,35,77,1
74,65,83,62
82,2,47,77
92,49,42,80
46,83,18,69
56,90,19,63
90,15,80,75
17,42,27,69
38,100,36,37
69,90,7,38
44,80,71,56
54,100,40,82
5,29,99,41
49,36,96,28
37,40,48,42
76,92,58,36
10,3,94,27
97,49,91,88
81,35,2,76
37,100,20,52
60,44,66,87
83,12,84,35
67,51,98,83
12,89,26,68
53,54,17,83
74,52,22,69
56,99,66,9
2,58,3,30
31,52,34,79
88,38,92,79
18,75,8,62
86,100,1,68
25,52,18,20
83,37,59,31
89,11,64,44
41,64,95,36
71,78,44,30
30,9,56,71
59,72,15,8
28,42,80,11
56,24,59,4
31,64,35,10
90,80,18,82
3,31,56,94
10,54,90,75
31,23,53,62
26,74,12,62
38,65,9,67
10,83,91,85
38,73,43,85
17,12,56,88
9,89,39,12
96,4,64,81
5,92,67,11
73,67,33,41
3,48,22,96
17,35,20,35
39,74,20,29
93,2,74,71
4,43,4,19
10,93,8,71
13,74,25,37
0,88,4,31
69,6,62,63
78,78,44,12
9,53,76,29
60,8,42,46
39,25,10,88
86,33,72,36
3,80,54,51
53,19,88,100
14,47,31,83
6,43,34,12
49,2,100,37
58,37,8,53
39,2,15,5
50,75,17,22
95,46,22,31
42,67,98,23
44,33,85,19
8,21,79,79
7,66,8,34
68,63,73,49
49,48,8,37
53,58,5,82
83,60,86,20
87,49,45,4
32,88,17,79
82,72,71,60
23,11,30,34
54,79,34,1
95,66,6,35
95,22,7,4
75,5,15,64
47,30,22,86
37,99,71,75
79,27,54,46
21,89,22,63
8,82,87,60
95,62,38,39
53,25,82,55
68,6,9,81
63,82,19,49
0,50,97,89
79,5,3,80
6,62,89,22
27,37,15,40
7,2,40,12
57,64,27,84
60,43,57,7
72,44,43,22
47,10,17,46
70,32,99,60
85,82,57,3
63,18,83,95
66,61,95,77
46,44,99,19
74,52,99,77
19,57,41,16
31,33,83,8
5,95,12,27
80,45,87,7
90,50,70,91
62,96,17,73
66,41,68,61
67,36,36,10
45,30,73,87
87,85,6,53
68,87,85,81
57,48,5,4
66,43,39,23
100,39,51,5
45,64,10,27
57,84,42,91
27,75,42,26
65,24,4,62
24,1,56,47
24,81,73,38
47,48,40,19
66,42,15,41
88,29,28,65
28,66,32,70
81,87,22,26
72,86,50,70
3,93,60,78
76,30,90,37
10,73,65,53
61,8,75,92
45,8,34,54
36,88,85,100
32,100,19,99
90,65,35,55
32,78,7,81
54,91,33,100
53,27,81,75
5,96,23,21
87,46,50,68
85,12,95,91
44,94,39,42
73,12,20,58
46,9,95,23
97,94,96,75
7,81,76,19
62,76,26,82
30,25,63,56
8,56,15,28
99,69,65,95
16,38,1,74
57,87,47,19
82,96,99,71
54,11,21,40
64,81,89,75
61,71,65,90
86,95,77,84
76,63,3,71
50,99,21,13
85,27,6,72
59,70,56,18
4,45,75,43
26,88,63,54
15,11,57,70
35,0,33,10
84,60,28,3
90,84,27,74
90,40,12,96
38,92,86,67
64,69,55,8
1,57,73,80
50,0,82,9
92,20,72,7
13,99,19,7
92,11,49,1
55,79,96,28
82,9,41,91
30,73,35,82
35,0,0,98
100,86,4,46
53,65,5,39
47,70,68,27
23,69,83,41
60,98,99,69
35,17,18,96
51,91,36,69
98,46,77,4
67,80,60,42
61,77,81,88
54,23,99,33
58,47,49,5
40,51,9,86
74,38,24,43
19,79,98,22
74,54,6,27
68,65,44,13
51,73,89,85
26,12,55,24
44,100,73,43
90,19,64,69
46,48,93,88
24,63,32,61
81,23,27,53
69,60,9,71
77,33,20,52
65,66,86,19
24,43,80,86
53,13,46,63
2,45,36,89
32,0,92,52
27,65,18,2
24,31,32,77
88,21,60,70
41,40,58,56
39,21,21,47
95,29,18,17
71,48,3,6
30,78,9,49
32,77,57,65
94,60,86,71
14,98,99,0
24,10,26,25
10,1,45,1
58,68,18,28
92,46,99,33
20,44,84,32
58,79,51,9
2,13,27,33
82,3,87,46
46,44,83,82
32,90,60,31
46,25,36,33
66,18,98,96
10,78,100,84
72,15,14,20
56,52,13,26
14,26,59,87
54,21,71,76
85,56,8,13
10,66,75,86
37,17,70,23
84,61,46,25
80,27,61,24
75,21,1,48
7,5,83,59
9,91,100,42
43,50,84,90
38,21,30,84
97,69,62,71
9,76,70,68
79,18,87,86
62,20,57,92
38,44,16,45
7,52,8,46
33,80,24,66
52,87,37,68
31,74,47,58
88,2,54,22
69,88,61,12
33,76,87,52
95,47,99,99
51,20,2,65
37,79,17,32
8,61,53,75
72,55,63,54
11,57,4,86
80,68,49,74
11,83,20,17
100,52,60,85
100,37,99,49
6,41,58,9
29,17,22,70
32,49,65,78
39,74,60,58
14,97,79,83
24,72,33,23
88,25,93,3
12,84,39,18
18,51,47,57
59,92,58,40
49,7,89,53
53,39,51,69
16,36,92,29
60,11,68,56
22,65,69,68
19,2,42,93
54,30,13,46
12,94,41,84
43,68,17,66
35,56,55,63
91,55,76,80
75,25,79,14
48,53,55,23
8,4,90,36
15,81,86,52
91,75,66,63
81,25,78,84
56,36,89,97
21,54,52,65
35,43,83,75
54,87,98,88
62,99,36,96
84,56,3,18
62,2,30,35
30,41,76,20
48,42,41,8
28,2,2,22
86,25,71,80
54,11,23,31
66,2,39,83
85,19,89,71
73,52,80,18
3,92,42,13
82,13,76,89
80,7,64,38
6,39,33,84
35,31,79,13
48,83,63,66
4,73,56,85
11,39,96,49
81,34,78,84
47,77,11,13
48,39,48,79
57,31,47,26
80,90,40,50
69,100,20,45
64,29,28,86
38,19,14,62
15,93,31,60
48,5,5,20
80,55,5,40
58,93,53,7
43,38,78,42
2,15,58,35
46,52,25,61
31,35,60,69
23,94,98,53
49,58,22,41
7,61,37,2
81,55,91,52
30,58,96,20
28,6,89,33
72,89,14,89
81,2,56,9
36,36,26,28
86,75,19,35
44,98,18,12
24,84,28,5
94,100,19,43
67,87,61,96
71,69,52,51
36,52,51,67
67,63,95,70
66,87,67,9
47,17,87,67
97,98,94,46
97,78,87,82
56,2,8,73
62,73,39,60
87,31,71,88
55,34,86,33
68,83,86,75
29,85,79,73
94,89,7,8
49,76,60,41
50,7,67,51
7,39,80,84
46,33,15,35
24,98,75,54
1,67,24,73
52,61,23,38
90,23,90,78
0,70,65,65
34,52,12,24
81,64,11,55
51,42,42,56
18,76,85,97
49,62,14,68
34,73,51,48
33,78,55,98
89,4,75,9
31,12,65,5
82,76,28,0
98,71,83,22
7,36,0,92
94,4,84,74
83,44,24,18
78,0,31,34
85,8,82,29
3,64,2,37
32,92,15,13
16,62,18,48
74,56,69,12
7,42,58,19
7,7,11,91
77,4,14,1
13,61,76,69
47,71,76,34
32,12,27,89
30,19,97,32
12,28,11,72
93,58,24,56
27,57,6,35
72,72,68,26
8,80,51,35
92,24,82,25
46,88,66,61
60,45,91,83
37,76,82,89
7,71,0,85
87,61,79,79
50,25,5,36
49,71,60,48
2,25,99,11
19,15,18,35
42,30,26,57
88,29,12,50
90,96,29,18
64,1,7,100
82,3,39,37
5,46,70,52
87,40,15,74
49,38,25,79
38,24,15,17
46,82,18,90
44,30,70,42
64,1,51,40
21,96,83,19
90,51,17,19
32,65,34,37
90,49,63,18
64,74,30,52
29,6,30,65
19,6,77,2
95,78,74,36
69,29,32,55
9,99,57,43
50,90,90,31
1,48,55,33
4,1,26,16
43,49,56,91
51,19,44,19
50,48,35,18
21,24,30,28
91,14,31,81
87,48,40,83
84,7,41,31
69,60,27,33
93,46,31,8
31,75,73,11
62,30,53,15
80,93,83,24
23,80,49,18
33,43,23,78
26,21,79,97
77,40,98,59
85,58,6,0
58,93,19,44
55,82,0,86
36,90,65,91
64,19,63,40
78,57,46,11
73,25,12,4
79,0,30,23
68,89,26,43
4,100,13,21
31,98,48,4
71,96,43,68
3,6,72,64
13,45,7,4
2,21,38,72
55,30,29,19
63,39,84,10
7,64,21,22
13,15,87,75
10,80,80,91
10,7,30,92
44,80,100,72
45,34,46,79
3,82,4,42
46,100,87,53
54,11,8,36
52,80,1,95
70,15,48,23
22,45,12,18
93,24,29,90
60,98,10,11
36,33,76,32
3,35,39,77
47,68,52,56
14,37,81,35
24,40,89,46
16,65,78,79
51,39,50,85
93,52,8,90
16,11,96,6
42,57,93,14
79,13,24,35
90,38,77,81
86,77,55,61
63,35,86,31
69,78,38,5
8,62,15,65
55,17,98,65
29,69,68,89
8,14,50,33
79,80,92,36
88,43,63,25
80,76,42,88
3,47,92,48
3,83,47,88
94,58,32,35
73,18,28,5
77,56,26,0
78,98,34,53
40,26,52,84
45,56,38,58
36,77,10,6
88,63,42,71
68,6,79,79
79,29,24,77
14,85,86,79
77,24,34,92
57,43,47,0
33,83,38,23
72,9,88,31
32,42,3,25
65,24,79,75
21,49,78,66
51,97,75,43
72,57,6,49
94,58,56,73
44,62,41,45
7,19,18,73
84,12,17,74
51,40,84,26
50,67,47,84
74,27,19,51
22,71,27,40
90,54,78,76
41,47,30,11
54,9,72,17
64,32,80,49
38,20,20,52
6,5,90,25
37,2,25,92
21,37,27,52
3,63,97,85
80,95,62,73
48,78,91,97
95,87,8,63
3,70,88,80
16,74,97,22
74,46,49,62
17,12,0,66
89,39,91,5
99,34,65,73
90,5,44,72
68,67,44,9
43,30,3,19
57,23,68,70
32,89,73,70
92,31,51,39
66,26,59,75
18,87,30,45
97,11,64,14
81,73,26,72
95,18,15,87
96,29,84,97
97,46,15,39
92,54,52,52
92,37,82,98
73,61,38,10
38,82,17,62
37,82,58,74
26,10,56,94
77,33,92,63
59,8,74,52
96,60,16,0
79,25,83,100
45,41,74,57
40,35,42,53
10,22,27,98
58,29,33,45
4,39,45,47
14,69,34,44
67,90,6,35
17,32,99,2
100,51,70,31
34,90,31,73
99,84,70,58
34,29,9,35
12,45,47,51
79,26,64,29
53,23,2,81
2,4,70,41
98,31,53,45
49,19,88,33
40,22,39,40
92,99,13,3
79,29,94,71
23,3,99,15
75,71,19,89
70,12,79,98
38,32,77,15
52,81,82,52
81,15,92,4
79,32,61,85
69,4,93,64
71,51,2,93
57,52,31,15
98,77,80,72
81,86,19,85
96,66,50,45
53,11,43,45
61,26,63,79
4,67,72,91
68,91,25,94
35,70,40,68
83,68,31,29
95,74,40,42
6,55,44,83
91,17,86,59
87,99,64,15
20,13,59,71
43,93,74,15
82,4,29,92
44,66,87,31
21,48,28,3
76,28,100,45
62,59,15,63
76,32,56,7
39,26,25,68
25,30,33,51
51,27,98,35
79,69,94,52
72,79,63,59
45,77,19,67
14,65,96,47
84,21,11,53
79,63,12,32
46,71,68,58
26,37,90,22
48,44,26,83
22,10,37,70
100,42,38,23
49,76,48,24
19,51,12,91
39,56,23,7
12,41,38,88
92,83,24,64
23,17,99,19
72,53,74,99
44,90,45,44
43,86,1,62
30,3,96,71
87,49,17,54
29,99,83,52
40,9,19,71
36,68,82,45
66,23,74,63
11,46,9,90
41,8,60,87
50,76,84,68
29,90,96,71
9,94,24,96
43,53,84,87
81,55,30,50
47,94,60,22
26,99,14,68
26,33,47,96
80,30,63,91
52,93,5,23
11,3,2,88
26,78,33,21
36,6,8,6
1,27,15,20
41,7,20,19
26,51,22,16
38,54,43,19
53,44,80,88
92,1,31,71
93,94,82,20
29,84,100,36
85,31,48,100
77,89,80,58
33,59,48,12
97,47,88,45
79,57,17,95
93,71,32,67
97,38,87,45
4,75,90,6
53,25,22,7
76,47,2,60
88,96,12,44
41,40,22,22
3,39,75,79
30,87,10,68
23,76,86,63
95,87,74,52
11,87,50,40
84,93,43,2
68,21,76,89
99,68,93,38
17,53,68,91
93,96,10,86
96,90,68,89
79,98,44,19
96,39,100,75
1,10,70,99
3,1,74,16
84,48,51,94
44,77,79,1
38,9,66,92
3,25,25,20
42,16,94,62
41,31,39,55
93,46,58,84
18,80,35,98
0,28,9,98
55,34,50,54
100,72,39,75
47,1,30,100
17,97,22,85
34,41,60,57
87,47,31,42
23,76,7,22
19,39,19,41
63,21,70,76
24,8,25,73
23,38,44,93
95,77,47,100
82,70,74,38
43,42,96,66
59,61,9,81
43,36,40,70
92,31,40,34
16,25,35,56
76,46,57,63
32,92,30,20
57,59,16,42
32,50,28,40
37,60,68,17
91,40,64,8
92,75,40,96
78,37,12,43
22,33,57,35
65,30,18,84
63,27,47,4
100,20,5,25
2,53,96,37
29,49,39,88
59,31,51,64
70,70,29,10
96,26,71,12
29,83,84,47
18,14,99,37
37,91,50,77
29,58,81,87
69,48,79,26
59,81,86,48
87,56,12,92
91,13,60,71
38,12,54,90
30,55,23,59
91,44,66,59
90,53,78,21
60,36,91,93
90,49,34,17
51,58,85,49
10,1,73,50
18,79,50,57
18,92,65,79
69,20,81,78
75,64,59,34
16,14,10,22
45,22,68,65
1,11,51,80
46,79,54,88
99,92,59,39
90,33,1,96
72,48,86,81
82,66,43,26
17,47,18,51
44,66,48,36
57,47,31,23
14,92,0,69
30,58,98,12
31,20,24,34
98,31,98,28
47,16,83,20
64,75,31,24
56,43,99,37
40,44,35,19
69,64,36,7
90,28,25,45
57,35,44,12
27,36,41,66
74,86,24,16
9,74,87,10
48,81,90,2
5,63,71,25
78,36,97,53
41,4,27,8
23,30,70,60
30,43,86,95
23,10,54,15
54,20,41,100
65,89,97,20
36,78,45,89
15,67,51,47
79,17,5,88
38,87,66,37
29,61,46,24
4,30,11,58
89,80,51,16
81,11,17,65
27,81,43,19
0,49,46,92
0,79,58,36
0,77,100,51
3,10,48,83
47,97,83,48
31,65,76,27
19,78,39,28
33,50,92,79
67,30,14,6
38,1,28,80
91,61,90,56
10,64,24,60
6,87,94,18
38,65,20,8
7,75,89,4
48,84,34,44
27,50,43,18
17,19,49,73
40,12,44,64
40,96,68,12
40,52,87,45
43,36,66,23
45,67,56,88
42,92,6,59
98,41,55,5
36,40,19,82
58,5,19,65
99,48,35,12
45,94,34,6
52,57,1,6
46,71,12,46
51,1,3,33
87,53,71,57
18,79,97,62
19,75,9,100
71,89,66,0
1,5,1,18
17,95,25,61
56,24,1,37
23,70,21,32
47,19,14,60
40,7,84,59
41,79,84,67
66,74,14,78
54,98,15,54
68,84,26,38
40,59,88,99
94,85,75,55
23,16,48,49
80,78,53,24
18,38,88,4
100,41,80,35
50,79,89,24
87,18,86,43
38,54,99,90
59,70,91,64
75,97,10,66
57,98,97,9
52,52,46,94
39,32,87,59
38,74,77,40
54,50,45,47
64,69,71,54
42,34,12,74
78,70,73,11
57,90,58,45
30,32,6,80
87,62,73,2
84,83,56,98
17,25,71,28
26,25,53,25
4,4,4,80
35,18,75,64
60,58,7,79
18,34,29,96
80,35,77,94
25,2,23,88
83,89,63,21
64,16,89,10
3,5,99,84
38,0,77,85
29,100,46,0
21,65,17,77
29,58,43,2
8,10,66,55
62,89,21,7
0,61,32,86
69,78,18,61
60,1,11,30
15,74,49,1
60,43,80,81
14,43,46,61
92,77,70,67
34,91,30,25
56,18,83,69
16,10,75,4
89,33,66,47
38,73,46,44
32,46,42,51
88,64,88,23
41,61,12,45
66,10,25,59
12,65,79,22
15,28,82,74
26,75,97,35
66,18,84,83
49,15,64,9
4,76,95,79
28,32,34,1
70,30,0,40
28,0,17,75
33,26,60,44
70,56,60,51
21,72,52,9
39,50,8,93
58,2,26,76
88,29,46,50
73,39,95,77
13,86,4,71
5,96,62,66
63,93,33,58
54,81,42,61
19,84,75,84
19,46,45,37
25,3,6,53
94,29,60,45
91,29,75,72
76,16,12,69
45,4,68,64
45,7,90,9
8,55,39,5
87,76,27,49
60,79,59,82
13,10,19,35
23,87,90,91
22,99,47,36
66,12,89,29
96,100,38,46
81,28,1,63
2,65,83,85
2,35,99,92
7,78,37,44
9,6,1,69
31,40,85,18
0,98,1,52
23,38,33,83
41,21,71,37
35,3,97,14
23,58,8,73
54,95,88,100
14,78,95,40
35,79,37,47
34,66,18,4
49,35,24,70
47,76,72,11
13,42,74,52
68,3,14,90
79,84,41,36
0,76,51,3
100,33,52,0
55,22,86,6
24,36,21,30
61,16,17,58
36,5,87,18
86,1,56,34
54,61,15,81
22,46,39,11
31,59,12,66
98,79,84,14
8,42,51,72
29,35,48,6
39,19,33,71
79,67,12,19
12,67,17,6
43,12,80,93
64,58,96,53
57,55,55,76
48,85,53,23
21,13,31,59
34,45,67,86
28,69,56,48
17,40,79,14
66,22,21,61
55,69,46,39
25,27,39,37
76,83,11,52
55,4,39,13
49,57,81,52
23,42,64,31
16,93,93,77
27,82,13,32
49,26,56,22
43,74,42,5
19,2,90,46
24,91,26,10
18,51,98,19
57,32,6,83
48,67,52,45
98,47,73,46
87,10,23,56
39,11,16,82
53,46,30,66
6,37,24,49
68,97,79,14
89,61,91,64
79,98,43,9
84,65,30,45
88,14,78,71
15,64,33,32
88,73,91,59
10,15,4,40
87,12,41,78
92,11,54,45
99,20,30,20
14,77,97,28
73,69,35,24
75,51,56,92
30,39,22,29
88,51,88,6
16,89,93,57
80,58,35,8
27,69,5,88
42,54,40,76
90,99,2,48
83,100,57,75
18,14,22,10
44,0,19,100
66,27,70,66
30,72,21,74
87,14,86,6
37,6,83,29
62,74,18,31
36,45,73,34
1,26,81,87
87,41,55,52
60,28,11,31
17,13,59,7
15,85,82,62
33,71,32,15
62,33,32,78
34,92,5,54
55,0,41,67
8,45,93,23
34,54,17,93
65,93,65,91
85,10,58,16
32,85,47,29
35,1,34,83
50,20,6,79
33,2,81,47
20,99,90,54
64,79,37,14
76,59,77,8
78,21,29,14
37,81,83,97
39,12,58,65
6,94,51,29
50,12,70,87
21,3,2,37
75,52,78,15
71,55,39,66
44,11,99,25
77,51,81,63
97,25,41,79
58,21,74,18
81,71,28,46
4,8,71,98
28,28,36,6
85,97,0,86
11,18,76,73
40,36,89,31
33,83,28,0
70,89,94,89
73,70,52,93
46,26,55,80
64,53,49,100
28,22,57,69
50,14,9,79
63,90,23,80
75,11,92,37
88,6,50,57
4,41,3,19
41,31,38,53
54,67,86,74
53,33,97,36
32,69,28,29
46,82,50,25
35,82,44,45
84,94,18,97
35,82,74,56
47,82,71,8
18,81,65,56
36,52,19,13
56,73,13,72
35,12,15,16
94,51,54,1
41,74,57,91
37,48,7,59
7,36,50,96
100,80,88,15
11,9,61,35
7,14,76,55
0,48,87,41
87,31,63,69
67,75,11,92
48,84,10,50
61,92,6,18
83,58,48,37
3,11,40,67
38,54,12,25
92,67,24,10
64,80,15,90
40,73,63,64
4,8,16,40
42,43,43,23
69,57,97,94
58,92,50,9
5,87,13,56
62,93,89,52
3,77,1,28
70,62,86,59
4,58,95,15
96,32,25,61
86,46,30,50
11,51,63,67
94,99,25,6
20,78,86,44
65,51,26,51
3,55,93,98
76,20,98,84
28,62,27,70
11,64,46,45
22,50,8,75
67,55,60,40
13,10,56,68
45,99,0,16
95,85,91,55
14,9,81,69
71,72,100,85
10,51,61,69
26,95,13,100
77,87,37,98
57,38,15,92
81,12,53,80
70,6,71,100
21,53,64,51
57,98,96,58
20,65,49,97
78,33,31,37
91,17,78,25
7,23,3,68
65,85,29,18
54,56,35,87
27,84,42,53
33,80,31,91
18,47,71,73
50,18,47,41
48,32,98,88
73,34,68,21
37,24,93,42
29,83,37,98
15,53,26,87
48,49,98,15
90,77,12,84
36,47,78,90
26,6,23,55
47,78,22,31
0,71,37,94
56,69,39,26
18,38,24,41
11,22,47,8
6,77,74,60
43,34,20,24
2,52,6,35
38,93,78,59
51,50,52,16
31,35,67,59
91,51,57,96
69,93,83,76
58,94,92,8
37,56,93,53
41,96,86,87
17,65,42,56
31,3,65,59
62,18,83,17
90,42,9,30
66,64,54,63
50,26,53,19
32,61,87,80
83,53,45,57
25,100,70,4
66,77,20,68
30,88,70,30
20,94,90,63
93,77,34,54
34,78,46,1
94,68,18,60
68,12,61,17
71,16,33,5
52,3,16,40
68,14,92,57
18,37,56,81
92,55,49,84
32,38,20,52
32,82,84,20
47,47,92,74
33,39,8,84
70,54,12,57
87,12,94,93
59,27,19,76
40,91,41,71
10,63,69,3
33,75,10,14
62,89,74,81
43,4,47,4
3,34,31,29
61,58,97,76
98,28,45,21
77,82,73,88
82,50,34,73
76,54,5,37
45,26,71,80
26,11,58,35
49,43,50,75
46,75,73,7
46,47,85,42
99,16,28,90
34,82,25,29
37,78,0,12
63,87,56,30
44,4,40,46
0,70,29,64
89,24,15,43
56,77,89,53
96,8,15,96
93,87,16,2
24,30,8,60
50,18,56,99
90,54,89,59
88,14,78,28
3,91,63,16
18,35,66,79
86,23,15,18
66,56,24,67
46,38,21,20
51,87,24,4
94,74,77,1
35,60,24,99
13,42,100,21
82,29,55,57
10,52,65,94
92,34,35,4
46,59,86,98
54,37,86,89
21,98,6,74
47,47,78,69
69,46,84,35
56,23,9,75
39,56,60,50
93,8,63,69
68,34,83,10
76,4,74,58
72,53,44,49
11,60,46,79
87,56,23,34
38,34,4,32
14,37,5,76
70,91,85,97
86,92,51,14
96,89,15,68
89,30,76,84
10,68,77,77
59,90,4,33
88,42,50,7
95,18,66,10
51,4,11,46
24,46,47,94
74,34,92,43
68,91,59,4
13,67,30,66
86,1,75,37
21,56,47,81
6,60,3,95
39,6,99,59
37,23,30,43
89,48,88,27
2,12,92,93
30,47,41,3
60,17,57,0
9,52,9,61
19,81,79,7
32,12,8,29
90,31,6,63
38,11,69,41
76,74,18,18
42,20,100,81
94,85,34,51
34,44,46,44
71,96,60,41
75,100,16,38
3,21,25,2
100,96,89,92
82,95,22,50
10,30,68,7
63,2,23,60
91,26,87,97
92,47,68,51
6,75,67,34
93,100,97,3
74,22,0,95
35,76,27,7
88,73,65,0
26,74,42,13
78,82,68,24
50,54,6,70
76,49,78,56
81,92,40,53
68,6,16,34
21,87,58,68
75,55,23,9
2,9,87,29
88,34,49,71
47,81,50,25
30,70,11,47
93,84,75,92
6,98,64,16
17,24,3,29
18,10,87,12
28,13,89,44
81,96,51,19
46,79,6,77
86,3,29,68
15,93,53,79
12,92,66,63
70,56,10,75
34,6,78,11
31,84,33,1
3,89,10,55
93,62,38,49
82,69,90,80
92,52,89,76
92,94,19,95
54,82,28,77
99,85,3,22
65,40,62,28
34,49,83,98
57,67,75,86
30,56,40,80
20,22,96,23
41,96,77,80
6,58,16,58
64,71,66,79
90,31,72,10
58,63,28,46
96,50,57,77
57,2,36,83
13,82,78,51
66,72,72,62
68,49,78,4
77,1,13,6
85,71,11,53
38,73,65,31
3,37,38,63
29,0,86,28
80,86,68,70
23,67,61,71
67,86,47,7
87,16,87,5
12,7,37,41
22,80,11,23
18,61,32,7
18,47,34,4
49,12,48,65
45,75,68,51
79,83,83,14
95,19,6,58
64,97,41,51
40,34,0,96
92,47,13,0
80,17,21,44
92,87,59,95
66,49,55,93
41,64,87,43
40,2,3,57
24,57,91,20
90,99,63,95
50,21,27,43
70,13,4,45
56,62,81,34
11,54,42,7
18,26,29,75
33,8,52,44
32,94,85,54
13,54,6,77
96,74,47,25
88,34,38,100
2,69,57,85
8,57,36,98
29,15,3,30
49,16,60,66
92,82,50,2
81,52,82,33
2,33,16,7
18,60,55,78
79,64,85,67
27,42,25,76
88,47,26,63
11,97,7,57
49,83,26,16
88,33,86,88
29,41,100,3
49,49,64,4
38,91,68,30
76,36,94,75
34,79,5,0
80,1,98,25
56,30,76,70
59,24,59,57
80,49,16,13
51,50,3,84
17,53,89,65
9,60,79,53
56,84,8,5
10,30,99,93
90,19,62,63
37,19,84,41
71,33,87,53
12,61,19,39
24,78,38,88
57,98,82,9
29,15,93,82
64,89,45,98
52,74,6,100
30,60,46,81
90,65,29,22
39,7,100,89
74,40,86,8
30,53,96,16
51,84,66,77
26,56,62,47
9,75,79,94
99,63,95,39
19,61,85,88
49,40,54,51
97,93,79,50
99,29,95,95
17,83,52,30
24,70,18,32
58,100,84,35
72,40,99,41
88,21,12,97
68,43,35,5
43,77,66,53
81,69,54,66
80,50,1,26
32,11,28,23
68,94,28,37
15,47,5,30
42,14,8,87
5,52,1,7
54,36,56,20
93,19,19,44
37,63,9,20
51,11,14,53
87,35,22,21
98,98,23,97
60,43,19,20
92,44,46,16
15,59,60,100
8,86,80,9
1,41,57,74
88,30,10,91
84,69,18,63
97,44,93,93
11,2,67,89
50,79,56,74
50,59,21,79
13,66,44,69
71,53,58,79
44,83,10,76
2,45,70,52
26,66,45,10
61,51,64,67
85,82,13,46
59,52,42,24
64,36,39,3
26,59,87,66
33,66,7,15
54,69,45,2
5,46,97,7
35,34,47,79
2,40,59,53
39,96,41,77
99,75,83,99
34,19,94,70
47,76,79,75
63,70,42,25
78,38,98,38
9,97,49,59
55,11,93,34
49,21,11,44
47,84,43,42
2,35,59,5
65,98,14,80
58,31,23,71
95,93,7,23
38,16,64,78
44,93,7,65
54,44,63,61
31,87,37,84
74,44,81,2
25,40,87,52
23,53,85,59
0,41,40,72
97,92,40,35
68,79,89,51
60,99,43,12
84,80,31,46
19,27,75,30
94,68,65,67
33,45,92,51
52,99,75,66
22,53,61,0
82,54,88,61
48,67,12,43
21,89,95,25
97,3,99,44
32,30,93,46
85,31,11,9
60,62,59,66
32,12,78,88
48,17,28,43
59,37,84,5
86,95,55,17
65,38,23,55
27,0,75,81
93,28,70,68
93,70,53,87
18,35,34,4
7,22,61,54
12,11,83,14
70,86,53,39
64,82,2,59
49,81,48,92
18,85,43,59
34,18,17,8
37,56,23,34
78,16,51,20
26,57,18,13
19,87,62,58
6,28,25,10
98,63,97,42
96,88,59,80
48,5,73,34
22,13,48,83
38,74,44,69
68,21,85,15
26,23,57,25
3,82,29,92
11,2,48,41
21,41,21,3
4,71,33,19
12,40,56,76
24,93,44,89
56,46,59,94
99,56,72,4
49,73,71,21
18,68,43,16
85,35,4,79
16,45,22,95
26,46,83,83
71,72,9,90
57,67,77,3
96,81,49,30
4,20,8,62
5,22,23,92
29,19,45,83
27,13,54,37
11,6,71,39
92,28,74,95
9,37,22,35
99,40,39,55
13,83,49,0
37,93,50,3
90,42,18,81
58,11,71,66
6,31,50,10
92,54,56,45
45,46,90,5
50,16,48,70
13,24,39,5
72,16,89,26
39,41,83,60
34,86,42,31
45,5,57,83
50,35,53,40
4,15,13,3
90,95,14,60
0,38,6,59
19,90,29,30
29,49,73,30
23,60,71,69
3,87,35,97
61,80,13,92
79,7,88,82
54,23,3,42
85,88,22,15
2,35,52,50
